source_id	predicate	source_text	translation_text	translator	source_lang	translation_lang	status	auto_review_score	final_reviewer	review_notes	synonym_type
obo:doid.owl	dc11:description	"The Disease Ontology has been developed as a standardized ontology for human disease with the purpose of providing the biomedical community with consistent, reusable and sustainable descriptions of human disease terms, phenotype characteristics and related medical vocabulary disease concepts."	"La Disease Ontology se ha desarrollado como una ontología estandarizada para las enfermedades humanas con el propósito de proporcionar a la comunidad biomédica descripciones coherentes, reutilizables y sostenibles de términos de enfermedades humanas, características de fenotipos y conceptos de enfermedades del vocabulario médico relacionados."	The Spanish Group (https://thespanishgroup.org/)	en	es	final		JAB	slight modification: untranslated name of ontology	
DOID:0080015	rdfs:label	physical disorder	trastorno físico	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7125	CSBJ|JAB	en:|[Allen] adding 'disease' to english makes Google Translate provide correct translation||es:|[Allen] google might get it right with more context	
DOID:0050651	rdfs:label	atrioventricular septal defect	defecto del tabique auriculoventricular	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.2805	CSBJ|JAB	en:|[Allen] atriaventricular != atrial|Claudia- further review needed	
DOID:1681	rdfs:label	heart septal defect	defecto septal cardíaco	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.493	CSBJ	es:|[Allen] ?different meaning - further review needed	
DOID:0050663	rdfs:label	Bethlem myopathy	miopatía de Bethlem	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7025	CSBJ	en:|[Allen] Bethlehem myopathy rare in Google search, appears to be used in error (example: https://www.ncbi.nlm.nih.gov/books/NBK558956/)	
DOID:0060285	rdfs:label	parietal foramina	forámenes parietales	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7125	CSBJ	es:|?revise	
DOID:0060327	rdfs:label	omphalocele	onfalocele	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.5	CSBJ	es:|[Claudia] based on my research both are appropiate but seems like column J is more concise resembling the nomenclature in the DO as company described anumbilical hernia- based on the DO definition it refers to a dwfect in umbilical hernia which would be fiting but I'm not sure if the disruption in the umbilical ehrnia conveyed in teh definition necessarily equals it to be an hernia.||[Allen] these are not the same thing:|- https://www.mountsinai.org/care/surgery/services/pediatric-surgery/conditions-we-treat/abdominal-wall-hernias|- https://pmc.ncbi.nlm.nih.gov/articles/PMC4420826/|- https://www.sciencedirect.com/science/article/pii/S2213576621003614	
DOID:0060770	rdfs:label	dextro-looped transposition of the great arteries	transposición dextrógira de las grandes arterias	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.61625	CSBJ		
DOID:0070123	rdfs:label	congenital nongoitrous hypothyroidism 4	hipotiroidismo congénito sin bocio 4	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ|JAB		
DOID:0070124	rdfs:label	congenital nongoitrous hypothyroidism 2	hipotiroidismo congénito sin bocio 2	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ|JAB		
DOID:0070125	rdfs:label	congenital nongoitrous hypothyroidism 5	hipotiroidismo congénito sin bocio 5	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ|JAB		
DOID:0070126	rdfs:label	congenital nongoitrous hypothyroidism 1	hipotiroidismo congénito sin bocio 1	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ|JAB		
DOID:0070127	rdfs:label	congenital nongoitrous hypothyroidism 3	hipotiroidismo congénito sin bocio 3	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ|JAB		
DOID:0070128	rdfs:label	congenital nongoitrous hypothyroidism 6	hipotiroidismo congénito sin bocio 6	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ|JAB		
DOID:0070266	rdfs:label	congenital disorder of glycosylation type IIn	trastorno congénito de la glucosilación tipo IIn	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.714	CSBJ	en:|[Allen] added ""I"" for some reason; some points because search will likely show this as a typo||es:|[Allen] ? is this okay?	
DOID:0080683	rdfs:label	nonsyndromic congenital nail disorder	trastorno ungueal congénito no sindrómico	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.73225	CSBJ		
DOID:0080174	rdfs:label	bladder exstrophy	extrofia vesical	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.60625		es:|[Claudia] both seem correct, vesial may resemble the originallabel more closely||we consider ""of the"" to be exact to an adjective that conveys the same meaning|they are exact	
DOID:0080180	rdfs:label	Zika virus congenital syndrome	síndrome congénito por el virus del Zika	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.72675	JAB		
DOID:0080556	rdfs:label	congenital disorder of glycosylation Id	trastorno congénito de la glicosilación I	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65275	CSBJ	en:|[Allen] dropped essential subtype ""d""	
DOID:0080557	rdfs:label	congenital disorder of glycosylation Ie	trastorno congénito de la glicosilación Ie	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.6672499999999999			
DOID:0080558	rdfs:label	congenital disorder of glycosylation If	trastorno congénito de la glicosilación If	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.69275		en:|[Allen] incorrectly translated subtype ""If"" to ""Si""	
DOID:0080559	rdfs:label	congenital disorder of glycosylation Ig	trastorno congénito de la glicosilación Ig	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7017500000000001			
DOID:0080564	rdfs:label	congenital disorder of glycosylation Il	trastorno congénito de la glicosilación II	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.69275		en:|[Allen] typo, subtype is ""IL"" not ""II""; understandable human error, very similar-looking characters because ""L"" is lowercase	
DOID:0080566	rdfs:label	congenital disorder of glycosylation In	trastorno congénito de la glicosilación In	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.6805000000000001		en:|[Allen] dropped essential subtype ""n""	
DOID:0080633	rdfs:label	developmental cardiac valvular defect	defecto valvular cardíaco del desarrollo	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7025	CSBJ		
DOID:0080835	rdfs:label	TORCH syndrome	síndrome TORCH	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.60625	CSBJ	es:|[Allen] google wrong; TSG translation keeping English acronym is used in Spanish (english acronym) = OK	
DOID:0090101	rdfs:label	lethal congenital glycogen storage disease of heart	enfermedad congénita letal por almacenamiento de glucógeno en el corazón	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.6719999999999999	CSBJ		
DOID:0110106	rdfs:label	atrial heart septal defect 1	comunicación interauricular tipo 1	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.595	CSBJ		
DOID:0110107	rdfs:label	atrial heart septal defect 2	comunicación interauricular tipo 2	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ		
DOID:0110108	rdfs:label	atrial heart septal defect 3	comunicación interauricular 3	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ		
DOID:0110109	rdfs:label	atrial heart septal defect 4	comunicación interauricular 4	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.595	CSBJ		
DOID:0110110	rdfs:label	atrial heart septal defect 5	comunicación interauricular 5	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.595	CSBJ		
DOID:0110111	rdfs:label	atrial heart septal defect 6	comunicación interauricular 6	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.595	CSBJ		
DOID:0110112	rdfs:label	atrial heart septal defect 7	comunicación interauricular 7	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.595	CSBJ		
DOID:0110113	rdfs:label	atrial heart septal defect 8	comunicación interauricular 8	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.595			
DOID:0110114	rdfs:label	atrial heart septal defect 9	comunicación interauricular 9	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.595	CSBJ		
DOID:0110214	rdfs:label	cleft soft palate	paladar hendido blando	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7055	CSBJ		
DOID:0110633	rdfs:label	rigid spine muscular dystrophy 1	distrofia muscular rígida espinal 1	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.6205	CSBJ		
DOID:0110636	rdfs:label	congenital merosin-deficient muscular dystrophy 1A	distrofia muscular congénita por déficit de merosina 1A	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.6885			
DOID:0110640	rdfs:label	congenital muscular dystrophy due to LMNA mutation	distrofia muscular congénita debida a la mutación del gen LMNA	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.58975	CSBJ	en:|[Allen] added ""gen""	
DOID:0111066	rdfs:label	congenital bile acid synthesis defect 5	defecto congénito de la síntesis de ácidos biliares 5	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7272500000000001	CSBJ		
DOID:0111067	rdfs:label	congenital bile acid synthesis defect 6	defecto congénito de la síntesis de ácidos biliares 6	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7272500000000001	CSBJ		
DOID:0111068	rdfs:label	congenital bile acid synthesis defect 4	defecto congénito de la síntesis de ácidos biliares 4	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7272500000000001	CSBJ		
DOID:0111069	rdfs:label	congenital bile acid synthesis defect 2	defecto congénito de la síntesis de ácidos biliares 2	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7272500000000001	CSBJ		
DOID:0111070	rdfs:label	congenital bile acid synthesis defect 3	defecto congénito de la síntesis de ácidos biliares 3	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7272500000000001	CSBJ		
DOID:0111071	rdfs:label	congenital bile acid synthesis defect 1	defecto congénito de la síntesis de ácidos biliares 1	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7272500000000001	CSBJ		
DOID:0111083	rdfs:label	Fanconi anemia complementation group D2	grupo de complementación de la anemia de Fanconi D2	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.6205	JAB		
DOID:0111089	rdfs:label	Fanconi anemia complementation group D1	grupo de complementación de la anemia de Fanconi D1	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.6205	JAB		
DOID:0111221	rdfs:label	centronuclear myopathy 6 with fiber-type disproportion	miopatía centronuclear 6 con desproporción de fibras	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.6672500000000001	CSBJ		
DOID:0111226	rdfs:label	X-linked congenital myopathy with fiber-type disproportion	miopatía congénita ligada al cromosoma X con desproporción de tipo fibroso	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.70075	CSBJ		
DOID:0111347	rdfs:label	epidermolysis bullosa with congenital localized absence of skin and deformity of nails	epidermólisis bullosa con ausencia congénita localizada de piel y deformidad de las uñas	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.732	CSBJ		
DOID:0111359	rdfs:label	large congenital melanocytic nevus	gran nevus melanocítico congénito	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.7125	CSBJ		
DOID:0111591	rdfs:label	congenital heart defects, hamartomas of tongue, and polysyndactyly	defectos cardiacos congénitos, hamartoma lingual y polisindactilia	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.6192500000000001	CSBJ		
DOID:0111835	rdfs:label	congenital nongoitrous hypothyroidism 9	hipotiroidismo congénito sin bocio 9	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ		
DOID:0111836	rdfs:label	congenital nongoitrous hypothyroidism 7	hipotiroidismo congénito sin bocio 7	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ		
DOID:0111837	rdfs:label	congenital nongoitrous hypothyroidism 8	hipotiroidismo congénito sin bocio 8	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.65875	CSBJ		
DOID:0111862	rdfs:label	congenital bilateral absence of vas deferens	ausencia bilateral congénita de los conductos deferentes	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.74	CSBJ		
DOID:0112227	rdfs:label	tubulinopathy	tubulopatía	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0	CSBJ	en:|[Allen] wrong translation	
DOID:0112321	rdfs:label	alacrima, achalasia, and impaired intellectual development syndrome	síndrome de alacrimia, acalasia y retraso del desarrollo intelectual	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.5695	CSBJ		
DOID:11212	rdfs:label	hydrophthalmos	hidroftalmía	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.4	CSBJ	en:|[Allen] words may be interchangeable, but both exist, so why switch it?	
DOID:13620	rdfs:label	patent foramen ovale	foramen oval patente	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.64025	CSBJ		
DOID:758	rdfs:label	situs inversus	situs inversus	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.5	CSBJ		
DOID:9296	rdfs:label	cleft lip	labio leporino	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.2125	CSBJ	en:|[Allen] considered an offensive term: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8788188/	
DOID:0050328	rdfs:label	congenital hypothyroidism	hipotiroidismo congénito	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050453	rdfs:label	lissencephaly	lisencefalia	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:2490	rdfs:label	congenital nervous system abnormality	anomalía congénita del sistema nervioso	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.8			
DOID:0050454	rdfs:label	periventricular nodular heterotopia	heterotopía nodular periventricular	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050488	rdfs:label	early congenital syphilis	sífilis congénita precoz	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.7805		es:|[Allen] google might get it right with more context	
DOID:9856	rdfs:label	congenital syphilis	sífilis congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050534	rdfs:label	congenital stationary night blindness	ceguera nocturna estacionaria congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050545	rdfs:label	visceral heterotaxy	heterotaxia visceral	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050546	rdfs:label	congenital adrenal insufficiency	insuficiencia suprarrenal congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050557	rdfs:label	congenital muscular dystrophy	distrofia muscular congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050558	rdfs:label	Ullrich congenital muscular dystrophy	Distrofia muscular congénita de Ullrich	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050559	rdfs:label	Fukuyama congenital muscular dystrophy	Distrofia muscular congénita de Fukuyama	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0111229	rdfs:label	congenital muscular dystrophy-dystroglycanopathy type A	distrofia muscular congénita-distroglicanopatía tipo A	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0050560	rdfs:label	Walker-Warburg syndrome	síndrome de Walker-Warburg	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0050567	rdfs:label	orofacial cleft	hendidura orofacial	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050570	rdfs:label	congenital disorder of glycosylation type I	trastorno congénito de la glicosilación tipo I	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.9			
DOID:5212	rdfs:label	congenital disorder of glycosylation	trastorno congénito de la glicosilación	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.9			
DOID:0050571	rdfs:label	congenital disorder of glycosylation type II	trastorno congénito de la glicosilación tipo II	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.9			
DOID:0050585	rdfs:label	congenital generalized lipodystrophy	lipodistrofia generalizada congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050588	rdfs:label	muscular dystrophy-dystroglycanopathy type B1	distrofia muscular-distroglicanopatía tipo B1	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0112375	rdfs:label	muscular dystrophy-dystroglycanopathy type B	distrofia-distroglicanopatía muscular tipo B	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.925			
DOID:0050590	rdfs:label	severe congenital neutropenia	neutropenia congénita grave	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050593	rdfs:label	primary congenital glaucoma	glaucoma congénito primario	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050674	rdfs:label	congenital bile acid synthesis defect	defecto congénito de la síntesis de ácidos biliares	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.9			
DOID:0050734	rdfs:label	congenital intrinsic factor deficiency	deficiencia congénita del factor intrínseco	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:10907	rdfs:label	microcephaly	microcefalia	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050811	rdfs:label	congenital adrenal hyperplasia	hiperplasia suprarrenal congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0050813	rdfs:label	spondyloepiphyseal dysplasia with congenital joint dislocations	displasia espondiloepifisaria con luxaciones articulares congénitas	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060259	rdfs:label	renal-hepatic-pancreatic dysplasia	displasia renal-hepática-pancreática	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060261	rdfs:label	congenital ptosis	ptosis congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0080074	rdfs:label	neural tube defect	defecto del tubo neural	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060296	rdfs:label	congenital secretory chloride diarrhea 1	diarrea secretoria congénita de cloruro 1	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.7777499999999999			
DOID:0060326	rdfs:label	myelomeningocele	mielomeningocele	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0080016	rdfs:label	spina bifida	espina bífida	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060341	rdfs:label	agnathia-otocephaly complex	complejo de agnatia-otocefalia	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.84			
DOID:0060445	rdfs:label	congenital stromal corneal dystrophy	distrofia corneal estromal congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060558	rdfs:label	lethal congenital contracture syndrome	síndrome de contractura congénita letal	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060559	rdfs:label	lethal congenital contracture syndrome 1	síndrome de contractura congénita letal 1	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060560	rdfs:label	lethal congenital contracture syndrome 2	síndrome de contractura congénita letal 2	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060563	rdfs:label	Char syndrome	síndrome de Char	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.99	JAB		
DOID:13832	rdfs:label	patent ductus arteriosus	conducto arterioso persistente	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.7805		es:|[Claudia] patent: means open in this context, therefore I'd go with permeable as in 'permeable' in english which conveys allowing (liquids) to go through||[Allen] both appeared to be used based on Google search	
DOID:0060613	rdfs:label	X-linked cleft palate with or without ankyloglossia	paladar hendido ligado al cromosoma X con o sin anquiloglosia	The Spanish Group (https://thespanishgroup.org/)	en	es	final	1	JAB		
DOID:674	rdfs:label	cleft palate	paladar hendido	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060638	rdfs:label	neonatal diabetes mellitus with congenital hypothyroidism	diabetes mellitus neonatal con hipotiroidismo congénito	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060646	rdfs:label	congenital chylothorax	quilotórax congénito	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060649	rdfs:label	congenital hereditary endothelial dystrophy of cornea	distrofia endotelial hereditaria congénita de la córnea	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.9			
DOID:0060653	rdfs:label	lethal congenital contracture syndrome 3	síndrome de contractura congénita letal 3	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060654	rdfs:label	lethal congenital contracture syndrome 4	síndrome de contractura congénita letal 4	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060655	rdfs:label	autosomal recessive congenital ichthyosis	ictiosis congénita autosómica recesiva	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060656	rdfs:label	autosomal recessive congenital ichthyosis 1	ictiosis congénita autosómica recesiva 1	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060668	rdfs:label	anencephaly	anencefalia	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060710	rdfs:label	autosomal recessive congenital ichthyosis 2	ictiosis congénita autosómica recesiva 2	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060711	rdfs:label	autosomal recessive congenital ichthyosis 3	ictiosis congénita autosómica recesiva 3	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060712	rdfs:label	autosomal recessive congenital ichthyosis 4A	ictiosis congénita autosómica recesiva 4A	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060713	rdfs:label	autosomal recessive congenital ichthyosis 4B	ictiosis congénita autosómica recesiva 4B	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060714	rdfs:label	autosomal recessive congenital ichthyosis 5	ictiosis congénita autosómica recesiva 5	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060715	rdfs:label	autosomal recessive congenital ichthyosis 6	ictiosis congénita autosómica recesiva 6	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060716	rdfs:label	autosomal recessive congenital ichthyosis 7	ictiosis congénita autosómica recesiva 7	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060717	rdfs:label	autosomal recessive congenital ichthyosis 8	ictiosis congénita autosómica recesiva 8	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060718	rdfs:label	autosomal recessive congenital ichthyosis 9	ictiosis congénita autosómica recesiva 9	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060719	rdfs:label	autosomal recessive congenital ichthyosis 10	ictiosis congénita autosómica recesiva 10	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060720	rdfs:label	autosomal recessive congenital ichthyosis 11	ictiosis congénita autosómica recesiva 11	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.99			
DOID:0060731	rdfs:label	congenital central hypoventilation syndrome	síndrome de hipoventilación central congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060769	rdfs:label	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	inmunodeficiencia de células T, alopecia congénita y distrofia ungueal	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.98	JAB		
DOID:1682	rdfs:label	congenital heart disease	cardiopatía congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060772	rdfs:label	multiple types of congenital heart defects 6	múltiples tipos de defectos cardíacos congénitos 6	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060774	rdfs:label	congenital diarrhea	diarrea congénita	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060775	rdfs:label	microvillus inclusion disease	enfermedad de inclusión de microvellosidades	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.7805			
DOID:0060776	rdfs:label	congenital diarrhea 5 with tufting enteropathy	diarrea congénita 5 con enteropatía en penacho	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.8		en:|[Allen] ""tuft enteropathy"" is used: https://www.google.com/search?q=%22tuft+enteropathy%22&client=firefox-b-1-d&sca_esv=c9a915b7e2353e00&sca_upv=1&sxsrf=ADLYWIKhw10Z1fC6GfjocUS_igweWXG63A%3A1725473755710&ei=26PYZp-BK6mk5NoP8OynoAw&ved=0ahUKEwjf2pzS8qmIAxUpElkFHXD2CcQQ4dUDCBA&uact=5&oq=%22tuft+enteropathy%22&gs_lp=Egxnd3Mtd2l6LXNlcnAiEiJ0dWZ0IGVudGVyb3BhdGh5IjIIEAAYFhgKGB4yCxAAGIAEGIYDGIoFMgsQABiABBiGAxiKBTILEAAYgAQYhgMYigUyCBAAGIAEGKIEMggQABiABBiiBEiFHlDuBlilHHACeAGQAQCYAVOgAc8CqgEBNbgBA8gBAPgBAZgCB6AC6gLCAgoQABiwAxjWBBhHwgIKECMYgAQYJxiKBcICBhAAGAcYHpgDAIgGAZAGCJIHATegB5wf&sclient=gws-wiz-serp||es:|[Claudia] characterized by the appearance of a tuft (penacho)	
DOID:0060777	rdfs:label	congenital secretory sodium diarrhea 8	diarrea sódica secretora congénita 8	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.7805			
DOID:0060778	rdfs:label	congenital diarrhea 7 with exudative enteropathy	diarrea congénita 7 con enteropatía exudativa	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060779	rdfs:label	congenital malabsorptive diarrhea 4	diarrea malabsortiva congénita 4	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.925			
DOID:0060780	rdfs:label	congenital diarrhea 6	diarrea congénita 6	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	1			
DOID:0060781	rdfs:label	congenital secretory sodium diarrhea 3	diarrea sódica secretora congénita 3	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.7805			
DOID:0060856	rdfs:label	right atrial isomerism	isomerismo auricular derecho	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.764		es:|[Claudia] tricky to detmernine the gender of highly technical nomenclature... Based on it's use in literature the most commonly used is in it's masculine form	
DOID:0060902	rdfs:label	Norman-Roberts syndrome	síndrome de Norman-Roberts	The Spanish Group (https://thespanishgroup.org/)	en	es	final	1	JAB		
DOID:0070253	rdfs:label	congenital disorder of glycosylation type IIa	trastorno congénito de la glicosilación tipo IIa	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.76125	JAB		
DOID:0070254	rdfs:label	congenital disorder of glycosylation type IIb	trastorno congénito de la glicosilación tipo IIb	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.9			
DOID:0070255	rdfs:label	congenital disorder of glycosylation type IIc	trastorno congénito de la glicosilación tipo IIc	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.9			
DOID:0070256	rdfs:label	congenital disorder of glycosylation type IId	trastorno congénito de la glicosilación tipo IId	The Spanish Group (https://thespanishgroup.org/)	en	es	passed automated review	0.9			
DOID:0070257	rdfs:label	congenital disorder of glycosylation type IIe	trastorno congénito de la glicosilación tipo IIe	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.76125	JAB		
DOID:0070258	rdfs:label	congenital disorder of glycosylation type IIf	trastorno congénito de la glicosilación tipo IIf	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.76125	JAB		
DOID:0070259	rdfs:label	congenital disorder of glycosylation type IIg	trastorno congénito de la glicosilación tipo IIg	The Spanish Group (https://thespanishgroup.org/)	en	es	final	0.8612500000000001	JAB		
