source_id	predicate	source_text	translation_text	translator	source_lang	translation_lang	status	auto_review_score	final_reviewer	review_notes	synonym_type	status_history
DOID:0110151	oboInOwl:hasExactSynonym	CMT slow nerve conduction type C	CMT conducción nerviosa lenta tipo C	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	1				
DOID:0110151	oboInOwl:hasExactSynonym	CMT1C	CMT1C	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	1			obo:OMO_0003012	
DOID:0110151	oboInOwl:hasExactSynonym	Charcot-Marie-Tooth neuropathy type 1C	Neuropatía de Charcot-Marie-Tooth tipo 1C	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	1				
DOID:0110151	oboInOwl:hasExactSynonym	HMSN IC	HMSN IC	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	0.925			obo:OMO_0003012	
DOID:0110151	oboInOwl:hasExactSynonym	HMSN1C	HMSN1C	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	1			obo:OMO_0003012	
DOID:0110151	oboInOwl:hasExactSynonym	neuropathy hereditary motor and sensory type 1C	neuropatía hereditaria motora y sensorial tipo 1C	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	0.925				
DOID:0110151	rdfs:label	Charcot-Marie-Tooth disease type 1C	Enfermedad de Charcot-Marie-Tooth tipo 1C	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	1				
DOID:0110152	IAO:0000115	A Charcot-Marie-Tooth disease type 1 that has_material_basis_in heterozygous mutation in the gene encoding myelin protein zero (MPZ).	Enfermedad de Charcot-Marie-Tooth tipo 1 que tiene como base material una mutación heterocigota en el gen que codifica la proteína cero de la mielina (MPZ).	The Spanish Group (https://thespanishgroup.org/)	en	es	MANUALLY TRANSLATED	0.62415	JAB-quick	[JAB] missing chromosome location		
DOID:0110152	oboInOwl:hasExactSynonym	CMT1B	CMT1B	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	1			obo:OMO_0003012	
DOID:0110152	oboInOwl:hasExactSynonym	Charcot-Marie-Tooth neuropathy type 1B	Neuropatía de Charcot-Marie-Tooth tipo 1B	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	1				
DOID:0110152	oboInOwl:hasExactSynonym	HMSN IB	HMSN IB	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	1			obo:OMO_0003012	
DOID:0110152	oboInOwl:hasExactSynonym	HMSN1B	HMSN1B	The Spanish Group (https://thespanishgroup.org/)	en	es	PASSED AUTOMATED REVIEW	1			obo:OMO_0003012	
